Year,District,Season,Rainfall_mm,Temperature_K,Area_hectare,N,P,K,Production_tonnes,Yield_tph,Crop
2000,TUMKUR,Summer     ,1015.503606,302.4200018,1341,91,31,55,2659,1.98284862,Ragi
2000,TUMKUR,Kharif     ,1014.656928,302.5537156,30892,107,79,87,88230,2.856079244,Rice
2000,TUMKUR,Rabi       ,1014.447044,301.2552379,2525,88,46,55,5409,2.142178218,Rice
2000,TUMKUR,Summer     ,1015.976852,302.0668539,23498,63,75,71,58576,2.492807899,Rice
2000,UDUPI,Kharif     ,1016.349628,303.4223394,52574,144,61,72,106050,2.01715677,Rice
2000,UDUPI,Rabi       ,1017.648873,304.2319113,13283,54,42,69,27170,2.045471655,Rice
2000,UDUPI,Summer     ,1014.897191,304.0110352,1279,84,44,99,2570,2.00938233,Rice
2000,UTTAR KANNAD,Kharif     ,1015.268206,297.5560798,169,136,40,60,505,2.98816568,Maize
2000,UTTAR KANNAD,Rabi       ,1016.203777,297.8270233,1,142,77,37,2,2,Maize
2000,UTTAR KANNAD,Kharif     ,1017.251755,296.7617325,44,124,71,41,53,1.204545455,Ragi
2000,UTTAR KANNAD,Rabi       ,1016.009884,296.968221,22,67,43,85,39,1.772727273,Ragi
2000,UTTAR KANNAD,Kharif     ,1016.214532,297.5235013,85251,125,44,40,145985,1.712413931,Rice
2000,UTTAR KANNAD,Rabi       ,1015.600981,296.5718804,2459,58,64,63,5044,2.051240342,Rice
2000,UTTAR KANNAD,Summer     ,1016.063519,297.41685,2784,123,74,66,6943,2.493893678,Rice
2001,BAGALKOT,Kharif     ,1016.04303,302.2103482,21340,107,65,58,66431,3.112980319,Maize
2001,BAGALKOT,Rabi       ,1015.261381,302.4654278,15597,66,51,48,43755,2.805347182,Maize
2001,BAGALKOT,Summer     ,1017.696507,302.5250455,1396,56,74,73,4066,2.91260745,Maize
2001,BAGALKOT,Kharif     ,1014.236234,302.4804788,171,95,51,36,411,2.403508772,Rice
2001,BAGALKOT,Summer     ,1017.30607,303.1941968,13,62,24,99,19,1.461538462,Rice
2001,BANGALORE RURAL,Kharif     ,1016.515138,300.4663574,5658,89,55,79,23718,4.191940615,Maize
2001,BANGALORE RURAL,Rabi       ,1016.572086,299.5479214,37,91,65,50,91,2.459459459,Maize
2001,BANGALORE RURAL,Summer     ,1016.324872,300.8914353,417,58,61,92,1097,2.630695444,Maize
2001,BANGALORE RURAL,Kharif     ,1015.017618,300.1107868,146131,99,68,97,283423,1.939513177,Ragi
2001,BANGALORE RURAL,Rabi       ,1016.114751,299.9923025,168,76,61,68,230,1.369047619,Ragi
2001,BANGALORE RURAL,Summer     ,1015.605926,300.9469905,645,115,77,21,1137,1.762790698,Ragi
2001,BANGALORE RURAL,Kharif     ,1015.5074,299.4655785,11067,54,58,67,28322,2.559139785,Rice
2001,BANGALORE RURAL,Rabi       ,1014.205087,300.8467442,169,78,35,33,324,1.917159763,Rice
2001,BANGALORE RURAL,Summer     ,1015.386643,301.0066591,3073,86,52,78,7891,2.567849007,Rice
2001,BELGAUM,Kharif     ,1015.16036,299.3025247,64163,87,68,77,130967,2.041160794,Maize
2001,BELGAUM,Rabi       ,1016.42058,298.7367563,32666,132,40,77,71660,2.193718239,Maize
2001,BELGAUM,Summer     ,1014.255286,298.898524,2299,57,28,70,5225,2.272727273,Maize
2001,BELGAUM,Kharif     ,1014.666558,300.0660233,1995,114,25,21,1911,0.957894737,Ragi
2001,BELGAUM,Kharif     ,1017.501063,299.4250672,63662,135,70,60,56350,0.885143414,Rice
2001,BELGAUM,Summer     ,1015.178819,299.047877,77,66,64,35,197,2.558441558,Rice
2001,BELLARY,Kharif     ,1017.551519,304.4112914,43231,120,54,23,140539,3.250884782,Maize
2001,BELLARY,Rabi       ,1015.389505,304.6451848,1325,138,58,31,3077,2.322264151,Maize
2001,BELLARY,Summer     ,1014.855116,303.4554188,295,94,41,48,776,2.630508475,Maize
2001,BELLARY,Kharif     ,1016.324662,304.9175814,5844,53,60,26,8087,1.383812457,Ragi
2001,BELLARY,Rabi       ,1014.510458,304.4931748,10,85,73,33,11,1.1,Ragi
2001,BELLARY,Kharif     ,1016.904922,303.7580852,54582,119,24,31,175813,3.22108021,Rice
2001,BELLARY,Summer     ,1016.408456,304.3593536,29231,80,61,24,78310,2.679005166,Rice
2001,BENGALURU URBAN,Kharif     ,1017.019534,302.270926,767,68,42,51,2100,2.737940026,Maize
2001,BENGALURU URBAN,Rabi       ,1014.268207,302.6623214,40,110,36,93,99,2.475,Maize
2001,BENGALURU URBAN,Summer     ,1014.786396,302.0114791,118,103,31,62,310,2.627118644,Maize
2001,BENGALURU URBAN,Kharif     ,1017.102184,301.4658366,47618,88,42,88,111399,2.339430467,Ragi
2001,BENGALURU URBAN,Rabi       ,1016.192685,302.5384324,152,140,35,64,208,1.368421053,Ragi
2001,BENGALURU URBAN,Summer     ,1017.252046,301.4125126,179,123,22,28,274,1.530726257,Ragi
2001,BENGALURU URBAN,Kharif     ,1017.680666,302.1309383,3753,139,49,68,7313,1.948574474,Rice
2001,BENGALURU URBAN,Summer     ,1017.425646,301.2028135,1592,68,76,52,3271,2.054648241,Rice
2001,BIDAR,Kharif     ,1016.544369,299.6307843,241,88,41,37,415,1.721991701,Maize
2001,BIDAR,Rabi       ,1015.802887,300.8588081,36,116,28,28,68,1.888888889,Maize
2001,BIDAR,Kharif     ,1015.525878,300.6336303,11224,94,48,81,9048,0.806129722,Rice
2001,BIDAR,Rabi       ,1015.3375,299.8191495,30,62,66,76,45,1.5,Rice
2001,BIJAPUR,Kharif     ,1014.04788,301.7915211,3310,141,56,48,6986,2.110574018,Maize
2001,BIJAPUR,Rabi       ,1014.796599,300.2687894,5812,107,42,97,12641,2.174982794,Maize
2001,BIJAPUR,Summer     ,1014.690951,300.9250614,1260,69,32,44,3314,2.63015873,Maize
2001,BIJAPUR,Kharif     ,1017.532365,301.7905715,4,141,51,34,6,1.5,Rice
2001,CHAMARAJANAGAR,Kharif     ,1015.425672,295.5556197,13134,121,65,25,33852,2.577432618,Maize
2001,CHAMARAJANAGAR,Rabi       ,1014.145477,294.9182116,2495,110,71,61,5560,2.228456914,Maize
2001,CHAMARAJANAGAR,Summer     ,1015.857128,295.8459685,408,88,66,48,1073,2.629901961,Maize
2001,CHAMARAJANAGAR,Kharif     ,1017.494963,294.9535785,23850,50,67,98,38708,1.622976939,Ragi
2001,CHAMARAJANAGAR,Rabi       ,1014.652117,294.8522394,2845,52,42,23,3325,1.168717047,Ragi
2001,CHAMARAJANAGAR,Summer     ,1017.969091,295.2807011,900,126,64,76,1587,1.763333333,Ragi
2001,CHAMARAJANAGAR,Kharif     ,1014.894515,295.6617717,16603,141,36,68,49259,2.966873457,Rice
2001,CHAMARAJANAGAR,Rabi       ,1016.03605,295.3110259,600,111,74,63,1150,1.916666667,Rice
2001,CHAMARAJANAGAR,Summer     ,1017.377442,295.9069584,1788,112,59,99,5191,2.903243848,Rice
2001,CHIKMAGALUR,Kharif     ,1016.65015,296.7468443,505,74,40,94,1200,2.376237624,Maize
2001,CHIKMAGALUR,Kharif     ,1016.206379,297.2642025,61247,105,21,33,87219,1.424053423,Ragi
2001,CHIKMAGALUR,Rabi       ,1017.62727,296.8318286,202,82,56,22,227,1.123762376,Ragi
2001,CHIKMAGALUR,Kharif     ,1014.191759,297.3659388,44486,87,25,81,102979,2.314863103,Rice
2001,CHIKMAGALUR,Summer     ,1014.907442,296.5244102,3067,55,63,83,8904,2.9031627,Rice
2001,CHITRADURGA,Kharif     ,1014.262969,302.2949054,47846,107,37,64,129870,2.714333487,Maize
2001,CHITRADURGA,Rabi       ,1014.13121,301.8618644,1277,93,49,77,3119,2.442443226,Maize
2001,CHITRADURGA,Summer     ,1016.967937,301.158261,113,94,41,39,297,2.628318584,Maize
2001,CHITRADURGA,Kharif     ,1017.486106,301.0586002,66627,81,73,77,99239,1.489471235,Ragi
2001,CHITRADURGA,Rabi       ,1015.874632,301.8902038,474,94,52,76,650,1.371308017,Ragi
2001,CHITRADURGA,Summer     ,1016.101309,301.2898136,1650,110,49,96,2470,1.496969697,Ragi
2001,CHITRADURGA,Kharif     ,1016.762981,301.7629758,6680,96,36,87,14053,2.103742515,Rice
2001,CHITRADURGA,Rabi       ,1017.342408,300.9577244,1354,70,62,97,2575,1.901772526,Rice
2001,CHITRADURGA,Summer     ,1017.408627,300.8985528,4425,129,51,71,9838,2.223276836,Rice
2001,DAKSHIN KANNAD,Kharif     ,1015.303256,300.0503862,34278,134,61,56,74077,2.161065406,Rice
2001,DAKSHIN KANNAD,Rabi       ,1017.425604,301.2430203,24922,124,70,27,54460,2.18521788,Rice
2001,DAKSHIN KANNAD,Summer     ,1017.887769,300.7576086,2688,85,33,63,6157,2.290550595,Rice
2001,DAVANGERE,Kharif     ,1014.644391,300.4130581,122428,148,77,24,265644,2.169797759,Maize
2001,DAVANGERE,Rabi       ,1014.295825,302.2325391,71,68,29,88,148,2.084507042,Maize
2001,DAVANGERE,Summer     ,1016.344483,301.8524653,62,69,66,50,163,2.629032258,Maize
2001,DAVANGERE,Kharif     ,1016.56544,300.7284472,35495,106,79,64,49822,1.403634315,Ragi
2001,DAVANGERE,Summer     ,1017.364959,302.1222011,165,67,70,28,253,1.533333333,Ragi
2001,DAVANGERE,Kharif     ,1015.180683,301.8706023,67016,96,55,51,227128,3.389160797,Rice
2001,DAVANGERE,Summer     ,1017.404608,301.0002395,39818,98,53,52,123997,3.114094128,Rice
2001,DHARWAD,Kharif     ,1015.436019,300.7042841,9202,63,28,86,14538,1.57987394,Maize
2001,DHARWAD,Rabi       ,1017.744737,299.2118861,81,64,61,49,191,2.358024691,Maize
2001,DHARWAD,Summer     ,1015.501067,299.549407,33,80,47,95,87,2.636363636,Maize
2001,DHARWAD,Kharif     ,1014.90235,300.388337,317,50,30,48,331,1.044164038,Ragi
2001,DHARWAD,Kharif     ,1016.31914,298.8539872,38948,103,33,22,8323,0.213695183,Rice
2001,DHARWAD,Summer     ,1015.635763,299.4358339,376,52,58,76,1008,2.680851064,Rice
2001,GADAG,Kharif     ,1017.151534,301.1288677,9272,65,74,49,14150,1.526100086,Maize
2001,GADAG,Rabi       ,1016.072239,300.607404,863,136,66,28,2120,2.456546929,Maize
2001,GADAG,Summer     ,1017.74529,301.6327216,62,106,73,45,163,2.629032258,Maize
2001,GADAG,Kharif     ,1017.793291,301.0405531,29,124,38,21,45,1.551724138,Ragi
2001,GADAG,Kharif     ,1016.684006,300.1393092,705,61,73,81,1411,2.00141844,Rice
2001,GADAG,Rabi       ,1015.025892,301.8748627,3,123,34,22,4,1.333333333,Rice
2001,GADAG,Summer     ,1017.388134,301.8344718,324,145,47,65,779,2.404320988,Rice
2001,GULBARGA,Kharif     ,1016.633859,300.9952087,1685,65,43,87,4135,2.454005935,Maize
2001,GULBARGA,Rabi       ,1015.824129,301.5076549,119,121,27,44,277,2.327731092,Maize
2001,GULBARGA,Summer     ,1015.344061,301.8163335,235,125,62,70,618,2.629787234,Maize
2001,GULBARGA,Kharif     ,1015.783412,300.5655203,18722,73,28,32,32644,1.743617135,Rice
2001,GULBARGA,Rabi       ,1017.02567,301.9196834,7271,77,66,63,4620,0.635400908,Rice
2001,GULBARGA,Summer     ,1015.068781,300.2688741,15635,57,52,54,28281,1.808826351,Rice
2001,HASSAN,Kharif     ,1014.574977,297.2833016,12840,141,52,74,53488,4.165732087,Maize
2001,HASSAN,Rabi       ,1015.949382,297.4618559,2172,85,38,28,4215,1.940607735,Maize
2001,HASSAN,Summer     ,1016.56779,296.6674072,95,139,22,21,250,2.631578947,Maize
2001,HASSAN,Kharif     ,1015.682021,297.1115609,100335,57,29,80,170597,1.700274082,Ragi
2001,HASSAN,Rabi       ,1014.569001,297.8319014,15015,107,59,60,13707,0.912887113,Ragi
2001,HASSAN,Summer     ,1016.451338,296.8852364,232,109,66,63,356,1.534482759,Ragi
2001,HASSAN,Kharif     ,1017.425648,297.4920802,52286,99,61,83,132604,2.536128218,Rice
2001,HASSAN,Rabi       ,1015.302646,297.8878172,1952,77,20,50,4840,2.479508197,Rice
2001,HASSAN,Summer     ,1015.206294,298.4119858,2928,141,48,66,6693,2.285860656,Rice
2001,HAVERI,Kharif     ,1015.853013,300.0231996,80490,90,69,21,187534,2.329904336,Maize
2001,HAVERI,Rabi       ,1015.038456,299.6411482,927,149,53,96,2167,2.337648328,Maize
2001,HAVERI,Summer     ,1015.001381,299.4120909,574,113,70,88,1510,2.630662021,Maize
2001,HAVERI,Kharif     ,1016.973701,300.1655629,2370,76,32,77,1507,0.635864979,Ragi
2001,HAVERI,Kharif     ,1016.571965,299.6696307,56369,112,73,63,27476,0.487431035,Rice
2001,HAVERI,Summer     ,1016.951829,300.2294948,1765,66,20,93,3493,1.979036827,Rice
2001,KODAGU,Kharif     ,1015.076419,307.702337,2334,122,53,75,10018,4.292202228,Maize
2001,KODAGU,Summer     ,1016.603353,306.1540267,30,82,48,62,79,2.633333333,Maize
2001,KODAGU,Kharif     ,1015.714934,306.2698907,575,133,67,53,866,1.506086957,Ragi
2001,KODAGU,Summer     ,1014.593246,307.6197076,75,126,66,49,115,1.533333333,Ragi
2001,KODAGU,Kharif     ,1016.418038,307.902572,35742,141,32,90,89223,2.496306866,Rice
2001,KODAGU,Rabi       ,1017.244428,306.6544042,11,78,67,89,21,1.909090909,Rice
2001,KODAGU,Summer     ,1017.948598,306.751484,511,62,68,74,1288,2.520547945,Rice
2001,KOLAR,Kharif     ,1016.138386,300.6169128,15429,95,72,86,22856,1.481366258,Maize
2001,KOLAR,Rabi       ,1017.382698,300.7357269,63,84,48,32,155,2.46031746,Maize
2001,KOLAR,Summer     ,1017.275612,301.3560922,804,55,58,22,2115,2.630597015,Maize
2001,KOLAR,Kharif     ,1014.786802,301.0751305,100223,131,43,45,165110,1.647426239,Ragi
2001,KOLAR,Rabi       ,1014.678957,301.3086867,12,118,45,76,16,1.333333333,Ragi
2001,KOLAR,Summer     ,1017.130771,302.4421634,668,96,36,43,1024,1.532934132,Ragi
2001,KOLAR,Kharif     ,1014.846242,300.8674825,6189,74,26,72,14118,2.281143965,Rice
2001,KOLAR,Summer     ,1015.90472,301.6140898,18419,115,32,89,37848,2.054834682,Rice
2001,KOPPAL,Kharif     ,1015.039449,302.1587187,9936,59,24,62,32259,3.246678744,Maize
2001,KOPPAL,Rabi       ,1016.019114,301.7544753,617,105,45,79,1520,2.463533225,Maize
2001,KOPPAL,Summer     ,1014.8861,302.1850503,128,79,68,77,337,2.6328125,Maize
2001,KOPPAL,Kharif     ,1015.976893,303.2343986,37599,54,22,68,135034,3.591425304,Rice
2001,KOPPAL,Summer     ,1015.467781,302.1928601,37126,82,26,61,117413,3.162554544,Rice
2001,MANDYA,Kharif     ,1014.05925,299.0078987,67843,114,77,95,127803,1.883805256,Ragi
2001,MANDYA,Rabi       ,1015.902105,300.0112078,7384,67,68,85,8858,1.199620802,Ragi
2001,MANDYA,Summer     ,1015.655505,299.9522823,1769,145,58,30,1934,1.093273036,Ragi
2001,MANDYA,Kharif     ,1015.773341,298.8385221,57793,98,72,37,176998,3.06262004,Rice
2001,MANDYA,Rabi       ,1016.402357,299.2356837,19,60,20,71,36,1.894736842,Rice
2001,MANDYA,Summer     ,1014.348253,299.4465571,14182,134,68,65,36458,2.570723452,Rice
2001,MYSORE,Kharif     ,1015.01236,300.1282382,15251,75,36,63,65459,4.292111993,Maize
2001,MYSORE,Rabi       ,1017.403009,299.3247054,654,112,62,41,1225,1.873088685,Maize
2001,MYSORE,Summer     ,1014.198278,298.1548981,205,138,44,72,539,2.629268293,Maize
2001,MYSORE,Kharif     ,1016.313795,299.6989856,66135,135,78,78,109676,1.658365465,Ragi
2001,MYSORE,Rabi       ,1017.518918,299.7522989,12642,108,22,49,17457,1.38087328,Ragi
2001,MYSORE,Summer     ,1016.641623,299.99963,756,76,34,27,1159,1.533068783,Ragi
2001,MYSORE,Kharif     ,1014.294871,299.4292341,102365,98,48,76,327885,3.203096762,Rice
2001,MYSORE,Rabi       ,1017.746305,299.0761215,176,126,72,92,436,2.477272727,Rice
2001,MYSORE,Summer     ,1016.006272,298.8181991,12254,82,62,39,33574,2.739840052,Rice
2001,RAICHUR,Kharif     ,1016.591147,303.6492096,135,147,51,44,368,2.725925926,Maize
2001,RAICHUR,Kharif     ,1015.169324,304.0113041,77825,148,45,38,245184,3.150452939,Rice
2001,RAICHUR,Summer     ,1014.452099,304.0576854,43935,50,79,24,108088,2.460179811,Rice
2001,SHIMOGA,Kharif     ,1014.129703,300.2482941,17497,70,35,94,49533,2.830942447,Maize
2001,SHIMOGA,Rabi       ,1017.938663,299.9705436,69,104,44,98,162,2.347826087,Maize
2001,SHIMOGA,Summer     ,1015.639432,301.4786719,257,55,73,91,676,2.630350195,Maize
2001,SHIMOGA,Kharif     ,1016.673182,301.3798588,5558,141,47,46,6688,1.203310543,Ragi
2001,SHIMOGA,Rabi       ,1016.165402,299.6607983,1,130,28,59,1,1,Ragi
2001,SHIMOGA,Summer     ,1017.196454,300.2128978,116,118,75,45,178,1.534482759,Ragi
2001,SHIMOGA,Kharif     ,1017.249079,300.9002755,131783,144,75,46,197149,1.496012384,Rice
2001,SHIMOGA,Summer     ,1016.666037,301.4336956,17038,54,20,81,47441,2.784423054,Rice
2001,TUMKUR,Kharif     ,1014.66336,302.5624569,8820,52,48,69,18686,2.118594104,Maize
2001,TUMKUR,Rabi       ,1015.396742,302.01669,268,102,76,61,519,1.936567164,Maize
2001,TUMKUR,Summer     ,1017.005369,300.8882027,481,72,41,48,1265,2.62993763,Maize
2001,TUMKUR,Kharif     ,1016.564184,301.8369382,171518,102,35,58,216119,1.260036847,Ragi
2001,TUMKUR,Rabi       ,1015.271651,301.3405411,1481,86,60,79,1845,1.245779878,Ragi
2001,TUMKUR,Summer     ,1015.00691,301.5170286,2116,123,70,60,3667,1.732986767,Ragi
2001,TUMKUR,Kharif     ,1014.870575,302.3355649,24781,123,63,52,58974,2.37980711,Rice
2001,TUMKUR,Rabi       ,1014.175927,301.6965232,1708,132,70,35,3273,1.916276347,Rice
2001,TUMKUR,Summer     ,1016.97785,301.1658684,23875,66,73,42,70221,2.941193717,Rice
2001,UDUPI,Kharif     ,1016.751768,303.2465285,52119,134,60,26,114744,2.20157716,Rice
2001,UDUPI,Rabi       ,1017.172231,303.7668457,12885,127,26,45,23456,1.820411331,Rice
2001,UDUPI,Summer     ,1015.432634,303.8164602,725,122,33,31,1402,1.933793103,Rice
2001,UTTAR KANNAD,Kharif     ,1014.491553,297.189146,60,50,48,91,112,1.866666667,Maize
2001,UTTAR KANNAD,Kharif     ,1014.439602,296.5131251,42,100,38,24,44,1.047619048,Ragi
2001,UTTAR KANNAD,Rabi       ,1014.850298,296.7472635,21,94,38,88,25,1.19047619,Ragi
2001,UTTAR KANNAD,Kharif     ,1016.80799,297.7999928,81215,126,21,68,87420,1.076402142,Rice
2001,UTTAR KANNAD,Rabi       ,1016.989683,296.3121466,2380,53,60,45,4459,1.873529412,Rice
2001,UTTAR KANNAD,Summer     ,1017.683378,296.9984489,1412,111,64,24,2638,1.868271955,Rice
2002,BAGALKOT,Kharif     ,1014.214657,303.1038242,20026,114,34,41,60945,3.043293718,Maize
2002,BAGALKOT,Rabi       ,1016.011821,303.1217954,9197,81,22,98,31585,3.434272045,Maize
2002,BAGALKOT,Summer     ,1016.427378,302.862725,1233,83,30,32,4217,3.420113544,Maize
2002,BAGALKOT,Kharif     ,1016.182798,302.5636667,112,141,72,47,230,2.053571429,Rice
2002,BAGALKOT,Summer     ,1017.507154,302.5133669,15,144,65,52,16,1.066666667,Rice
2002,BANGALORE RURAL,Kharif     ,1014.893644,299.9919766,4479,121,49,42,14820,3.30877428,Maize
2002,BANGALORE RURAL,Rabi       ,1016.45566,299.5403063,196,88,76,37,502,2.56122449,Maize
2002,BANGALORE RURAL,Summer     ,1016.919691,301.1111949,105,75,59,49,268,2.552380952,Maize
2002,BANGALORE RURAL,Kharif     ,1015.431883,299.8883414,105139,83,37,45,97923,0.931367047,Ragi
2002,BANGALORE RURAL,Rabi       ,1016.944458,299.4472833,427,103,70,35,671,1.571428571,Ragi
2002,BANGALORE RURAL,Summer     ,1017.628489,299.4467877,426,52,67,96,489,1.147887324,Ragi
2002,BANGALORE RURAL,Kharif     ,1014.308323,300.9830706,5722,99,21,58,12953,2.263718979,Rice
2002,BANGALORE RURAL,Rabi       ,1017.603618,300.9818508,32,61,51,52,67,2.09375,Rice
2002,BANGALORE RURAL,Summer     ,1014.142602,299.5264591,431,114,27,45,1192,2.765661253,Rice
2002,BELGAUM,Kharif     ,1014.226355,299.0166035,66243,103,41,67,131002,1.977597633,Maize
2002,BELGAUM,Rabi       ,1017.794372,300.0440631,24130,54,25,84,53723,2.226398674,Maize
2002,BELGAUM,Summer     ,1017.411351,299.6879564,1851,143,31,57,4023,2.173419773,Maize
2002,BELGAUM,Kharif     ,1014.522437,298.8923148,1965,143,66,21,1133,0.576590331,Ragi
2002,BELGAUM,Kharif     ,1017.606079,299.0972089,65854,106,76,25,37874,0.575120722,Rice
2002,BELGAUM,Summer     ,1015.015971,299.2951556,151,66,59,65,405,2.682119205,Rice
2002,BELLARY,Kharif     ,1017.115166,304.0601262,56536,96,55,69,128078,2.265423801,Maize
2002,BELLARY,Rabi       ,1014.878237,303.8242255,2592,72,34,57,6539,2.522762346,Maize
2002,BELLARY,Summer     ,1015.739697,303.4626965,748,128,47,37,1912,2.556149733,Maize
2002,BELLARY,Kharif     ,1015.07219,303.3615352,6325,134,71,46,2775,0.438735178,Ragi
2002,BELLARY,Rabi       ,1016.845029,303.7494647,10,63,76,60,16,1.6,Ragi
2002,BELLARY,Summer     ,1015.123959,304.4642379,14,115,68,91,16,1.142857143,Ragi
2002,BELLARY,Kharif     ,1016.952883,305.0092478,64289,124,64,93,215581,3.353310831,Rice
2002,BELLARY,Summer     ,1017.355952,303.9532495,7011,100,37,36,17597,2.509912994,Rice
2002,BENGALURU URBAN,Kharif     ,1017.05025,302.6534081,512,87,21,81,1278,2.49609375,Maize
2002,BENGALURU URBAN,Rabi       ,1014.535542,302.6903845,125,113,32,48,320,2.56,Maize
2002,BENGALURU URBAN,Summer     ,1014.234566,302.428137,87,147,64,77,222,2.551724138,Maize
2002,BENGALURU URBAN,Kharif     ,1017.716302,301.3853773,32037,87,73,89,34515,1.077348066,Ragi
2002,BENGALURU URBAN,Rabi       ,1015.77044,302.9747538,349,99,34,97,548,1.570200573,Ragi
2002,BENGALURU URBAN,Summer     ,1016.385686,301.7598499,146,147,39,41,168,1.150684932,Ragi
2002,BENGALURU URBAN,Kharif     ,1016.876979,302.7363791,2393,131,48,25,4836,2.020894275,Rice
2002,BENGALURU URBAN,Summer     ,1014.708172,302.1446636,462,79,78,45,1278,2.766233766,Rice
2002,BIDAR,Kharif     ,1016.317009,301.0231889,267,128,61,58,386,1.445692884,Maize
2002,BIDAR,Rabi       ,1015.717704,299.3709036,89,140,48,31,145,1.629213483,Maize
2002,BIDAR,Kharif     ,1017.970322,300.6495797,10083,100,22,33,5672,0.562530993,Rice
2002,BIDAR,Rabi       ,1014.342964,299.2257751,25,112,38,41,40,1.6,Rice
2002,BIJAPUR,Kharif     ,1015.332445,301.1150086,6193,147,22,70,13395,2.162925884,Maize
2002,BIJAPUR,Rabi       ,1017.547648,301.6601072,5606,101,73,42,13495,2.40724224,Maize
2002,BIJAPUR,Summer     ,1016.276145,301.3397311,1202,87,33,67,2855,2.375207987,Maize
2002,BIJAPUR,Kharif     ,1014.365788,301.7203923,15,146,59,90,16,1.066666667,Rice
2002,CHAMARAJANAGAR,Kharif     ,1014.848422,296.1956668,13403,137,78,69,36349,2.712004775,Maize
2002,CHAMARAJANAGAR,Rabi       ,1014.340672,295.7820225,1610,128,74,32,4120,2.559006211,Maize
2002,CHAMARAJANAGAR,Summer     ,1014.432492,294.722825,1000,79,23,29,2556,2.556,Maize
2002,CHAMARAJANAGAR,Kharif     ,1014.415027,295.0340692,21653,100,78,74,28460,1.314367524,Ragi
2002,CHAMARAJANAGAR,Rabi       ,1017.313609,295.5386896,1167,130,79,28,1833,1.570694087,Ragi
2002,CHAMARAJANAGAR,Summer     ,1016.738283,295.0058249,866,54,71,98,994,1.147806005,Ragi
2002,CHAMARAJANAGAR,Kharif     ,1015.386878,295.4942199,10474,78,30,71,34458,3.289860607,Rice
2002,CHAMARAJANAGAR,Rabi       ,1017.710289,295.315674,900,53,77,21,1879,2.087777778,Rice
2002,CHAMARAJANAGAR,Summer     ,1014.808324,294.9318847,669,59,50,44,1135,1.696562033,Rice
2002,CHIKMAGALUR,Kharif     ,1016.478142,296.5476668,810,105,62,32,1397,1.724691358,Maize
2002,CHIKMAGALUR,Kharif     ,1016.973619,296.5961705,56877,66,51,70,63813,1.12194736,Ragi
2002,CHIKMAGALUR,Rabi       ,1017.069863,297.5226294,885,123,46,77,497,0.561581921,Ragi
2002,CHIKMAGALUR,Kharif     ,1016.066135,297.4920764,42970,66,49,53,84557,1.967814754,Rice
2002,CHIKMAGALUR,Summer     ,1017.26094,297.5392841,1014,133,62,54,2871,2.831360947,Rice
2002,CHITRADURGA,Kharif     ,1014.903234,300.9330859,46717,137,21,22,73874,1.581308731,Maize
2002,CHITRADURGA,Rabi       ,1014.232863,302.2537704,1767,118,68,78,4522,2.559139785,Maize
2002,CHITRADURGA,Summer     ,1014.075283,301.2304467,155,83,28,89,396,2.55483871,Maize
2002,CHITRADURGA,Kharif     ,1014.601161,302.0237869,59991,55,47,67,62857,1.047773833,Ragi
2002,CHITRADURGA,Rabi       ,1016.396587,302.0836797,1417,102,50,83,1602,1.130557516,Ragi
2002,CHITRADURGA,Summer     ,1015.976516,302.4886263,1174,115,79,38,1347,1.147359455,Ragi
2002,CHITRADURGA,Kharif     ,1016.172274,302.0031358,4922,126,53,86,10097,2.051401869,Rice
2002,CHITRADURGA,Rabi       ,1014.531873,302.5395627,1314,92,75,92,2867,2.181887367,Rice
2002,CHITRADURGA,Summer     ,1016.672074,302.3448139,1522,124,34,95,3515,2.309461235,Rice
2002,DAKSHIN KANNAD,Kharif     ,1017.841386,300.493654,33223,72,67,24,74851,2.252987388,Rice
2002,DAKSHIN KANNAD,Rabi       ,1016.571705,299.5451291,23970,104,44,86,47225,1.970171047,Rice
2002,DAKSHIN KANNAD,Summer     ,1016.691224,300.8109907,2358,129,55,30,4843,2.053859203,Rice
2002,DAVANGERE,Kharif     ,1017.439929,301.2651768,129202,144,27,87,197179,1.526129626,Maize
2002,DAVANGERE,Rabi       ,1015.158431,302.070923,47,124,28,88,119,2.531914894,Maize
2002,DAVANGERE,Summer     ,1015.978125,300.7103161,250,65,77,20,639,2.556,Maize
2002,DAVANGERE,Kharif     ,1016.9002,300.5211183,29761,57,77,82,22834,0.767245724,Ragi
2002,DAVANGERE,Rabi       ,1014.442222,302.1087065,37,53,56,48,58,1.567567568,Ragi
2002,DAVANGERE,Summer     ,1017.275726,300.5738642,237,53,67,31,272,1.147679325,Ragi
2002,DAVANGERE,Kharif     ,1017.364013,302.0222696,65565,105,64,96,193519,2.951559521,Rice
2002,DAVANGERE,Summer     ,1017.138537,301.9585583,11376,74,58,60,29904,2.628691983,Rice
2002,DHARWAD,Kharif     ,1017.340894,300.093416,12646,116,51,21,24994,1.976435236,Maize
2002,DHARWAD,Rabi       ,1015.321636,299.6496823,178,145,77,56,446,2.505617978,Maize
2002,DHARWAD,Summer     ,1015.772022,300.0286548,59,116,71,64,151,2.559322034,Maize
2002,DHARWAD,Kharif     ,1017.610741,299.7416595,162,76,36,99,78,0.481481481,Ragi
2002,DHARWAD,Kharif     ,1014.770011,300.626278,38239,142,54,67,7557,0.197625461,Rice
